#  Energy (eV) |  DOS (states/eV)
  -26.64380773    0.0000000000
  -26.62297479    0.0000000000
  -26.60214185    0.0000000000
  -26.58130891    0.0000000000
  -26.56047597    0.0000000000
  -26.53964303    0.0000000000
  -26.51881009    0.0000000000
  -26.49797716    0.0000000000
  -26.47714422    0.0000000000
  -26.45631128    0.0000000000
  -26.43547834    0.0000000000
  -26.41464540    0.0000000000
  -26.39381246    0.0000000000
  -26.37297952    0.0000000000
  -26.35214658    0.0000000000
  -26.33131364    0.0000000000
  -26.31048070    0.0000000000
  -26.28964776    0.0000000000
  -26.26881482    0.0000000000
  -26.24798188    0.0000000000
  -26.22714895    0.0000000000
  -26.20631601    0.0000000000
  -26.18548307    0.0000000000
  -26.16465013    0.0000000000
  -26.14381719    0.0000000000
  -26.12298425    0.0000000000
  -26.10215131    0.0000000000
  -26.08131837    0.0000000000
  -26.06048543    0.0000000000
  -26.03965249    0.0000000000
  -26.01881955    0.0000000000
  -25.99798661    0.0000000000
  -25.97715367    0.0000000000
  -25.95632074    0.0000000000
  -25.93548780    0.0000000000
  -25.91465486    0.0000000000
  -25.89382192    0.0000000000
  -25.87298898    0.0000000000
  -25.85215604    0.0000000000
  -25.83132310    0.0000000000
  -25.81049016    0.0000000000
  -25.78965722    0.0000000000
  -25.76882428    0.0000000000
  -25.74799134    0.0000000000
  -25.72715840    0.0000000000
  -25.70632546    0.0000000000
  -25.68549253    0.0000000000
  -25.66465959    0.0000000000
  -25.64382665    0.0000000000
  -25.62299371    0.0000000000
  -25.60216077    0.0000000000
  -25.58132783    0.0000000000
  -25.56049489    0.0000000000
  -25.53966195    0.0000000000
  -25.51882901    0.0000000000
  -25.49799607    0.0000000000
  -25.47716313    0.0000000000
  -25.45633019    0.0000000000
  -25.43549725    0.0000000000
  -25.41466431    0.0000000000
  -25.39383138    0.0000000000
  -25.37299844    0.0000000000
  -25.35216550    0.0000000000
  -25.33133256    0.0000000000
  -25.31049962    0.0000000000
  -25.28966668    0.0000000000
  -25.26883374    0.0000000000
  -25.24800080    0.0000000000
  -25.22716786    0.0000000000
  -25.20633492    0.0000000000
  -25.18550198    0.0000000000
  -25.16466904    0.0000000000
  -25.14383610    0.0000000000
  -25.12300317    0.0000000000
  -25.10217023    0.0000000000
  -25.08133729    0.0000000000
  -25.06050435    0.0000000000
  -25.03967141    0.0000000000
  -25.01883847    0.0000000000
  -24.99800553    0.0000000000
  -24.97717259    0.0000000000
  -24.95633965    0.0000000000
  -24.93550671    0.0000000000
  -24.91467377    0.0000000000
  -24.89384083    0.0000000000
  -24.87300789    0.0000000000
  -24.85217496    0.0000000000
  -24.83134202    0.0000000000
  -24.81050908    0.0000000000
  -24.78967614    0.0000000000
  -24.76884320    0.0000000000
  -24.74801026    0.0000000000
  -24.72717732    0.0000000000
  -24.70634438    0.0000000000
  -24.68551144    0.0000000000
  -24.66467850    0.0000000000
  -24.64384556    0.0000000000
  -24.62301262    0.0000000000
  -24.60217968    0.0000000000
  -24.58134675    0.0000000000
  -24.56051381    0.0000000000
  -24.53968087    0.0000000000
  -24.51884793    0.0000000000
  -24.49801499    0.0000000000
  -24.47718205    0.0000000000
  -24.45634911    0.0000000000
  -24.43551617    0.0000000000
  -24.41468323    0.0000000000
  -24.39385029    0.0000000000
  -24.37301735    0.0000000000
  -24.35218441    0.0000000000
  -24.33135147    0.0000000000
  -24.31051854    0.0000000000
  -24.28968560    0.0000000000
  -24.26885266    0.0000000000
  -24.24801972    0.0000000000
  -24.22718678    0.0000000003
  -24.20635384    0.0000000014
  -24.18552090    0.0000000069
  -24.16468796    0.0000000319
  -24.14385502    0.0000001395
  -24.12302208    0.0000005737
  -24.10218914    0.0000022217
  -24.08135620    0.0000081014
  -24.06052326    0.0000278168
  -24.03969033    0.0000899339
  -24.01885739    0.0002737853
  -23.99802445    0.0007848128
  -23.97719151    0.0021183193
  -23.95635857    0.0053837668
  -23.93552563    0.0128839934
  -23.91469269    0.0290324838
  -23.89385975    0.0616009393
  -23.87302681    0.1230721875
  -23.85219387    0.2315271618
  -23.83136093    0.4101223330
  -23.81052799    0.6840602166
  -23.78969505    1.0743472859
  -23.76886212    1.5887826608
  -23.74802918    2.2123494926
  -23.72719624    2.9007641653
  -23.70636330    3.5812987525
  -23.68553036    4.1633040044
  -23.66469742    4.5572739931
