#  Energy (eV) |  DOS (states/eV)
  -41.37332100    0.0000000000
  -41.34726425    0.0000000000
  -41.32120750    0.0000000000
  -41.29515074    0.0000000000
  -41.26909399    0.0000000000
  -41.24303724    0.0000000000
  -41.21698048    0.0000000000
  -41.19092373    0.0000000000
  -41.16486698    0.0000000000
  -41.13881022    0.0000000000
  -41.11275347    0.0000000000
  -41.08669672    0.0000000000
  -41.06063996    0.0000000000
  -41.03458321    0.0000000000
  -41.00852646    0.0000000000
  -40.98246970    0.0000000000
  -40.95641295    0.0000000000
  -40.93035620    0.0000000000
  -40.90429944    0.0000000000
  -40.87824269    0.0000000000
  -40.85218594    0.0000000000
  -40.82612918    0.0000000000
  -40.80007243    0.0000000000
  -40.77401568    0.0000000000
  -40.74795892    0.0000000000
  -40.72190217    0.0000000000
  -40.69584542    0.0000000000
  -40.66978866    0.0000000000
  -40.64373191    0.0000000000
  -40.61767516    0.0000000000
  -40.59161840    0.0000000000
  -40.56556165    0.0000000000
  -40.53950490    0.0000000000
  -40.51344814    0.0000000000
  -40.48739139    0.0000000000
  -40.46133464    0.0000000000
  -40.43527788    0.0000000000
  -40.40922113    0.0000000000
  -40.38316438    0.0000000000
  -40.35710762    0.0000000000
  -40.33105087    0.0000000000
  -40.30499412    0.0000000000
  -40.27893736    0.0000000000
  -40.25288061    0.0000000000
  -40.22682386    0.0000000000
  -40.20076710    0.0000000000
  -40.17471035    0.0000000000
  -40.14865360    0.0000000000
  -40.12259684    0.0000000000
  -40.09654009    0.0000000000
  -40.07048334    0.0000000000
  -40.04442658    0.0000000000
  -40.01836983    0.0000000000
  -39.99231308    0.0000000000
  -39.96625632    0.0000000000
  -39.94019957    0.0000000000
  -39.91414282    0.0000000000
  -39.88808606    0.0000000000
  -39.86202931    0.0000000000
  -39.83597256    0.0000000000
  -39.80991580    0.0000000000
  -39.78385905    0.0000000000
  -39.75780230    0.0000000000
  -39.73174554    0.0000000000
  -39.70568879    0.0000000000
  -39.67963204    0.0000000000
  -39.65357529    0.0000000000
  -39.62751853    0.0000000000
  -39.60146178    0.0000000000
  -39.57540503    0.0000000000
  -39.54934827    0.0000000000
  -39.52329152    0.0000000000
  -39.49723477    0.0000000000
  -39.47117801    0.0000000000
  -39.44512126    0.0000000000
  -39.41906451    0.0000000000
  -39.39300775    0.0000000000
  -39.36695100    0.0000000000
  -39.34089425    0.0000000000
  -39.31483749    0.0000000000
  -39.28878074    0.0000000000
  -39.26272399    0.0000000000
  -39.23666723    0.0000000000
  -39.21061048    0.0000000000
  -39.18455373    0.0000000000
  -39.15849697    0.0000000000
  -39.13244022    0.0000000000
  -39.10638347    0.0000000000
  -39.08032671    0.0000000000
  -39.05426996    0.0000000000
  -39.02821321    0.0000000000
  -39.00215645    0.0000000000
  -38.97609970    0.0000000001
  -38.95004295    0.0000000005
  -38.92398619    0.0000000035
  -38.89792944    0.0000000244
  -38.87187269    0.0000001547
  -38.84581593    0.0000008937
  -38.81975918    0.0000046989
  -38.79370243    0.0000224868
  -38.76764567    0.0000979453
  -38.74158892    0.0003882949
  -38.71553217    0.0014010764
  -38.68947541    0.0046013378
  -38.66341866    0.0137539853
  -38.63736191    0.0374192549
  -38.61130515    0.0926581987
  -38.58524840    0.2088308752
  -38.55919165    0.4283785356
  -38.53313489    0.7998026397
  -38.50707814    1.3591271950
  -38.48102139    2.1021297068
  -38.45496463    2.9592459010
  -38.42890788    3.7916194094
  -38.40285113    4.4217130849
  -38.37679437    4.6933021838
  -38.35073762    4.5340741109
  -38.32468087    3.9867669500
  -38.29862411    3.1906210203
  -38.27256736    2.3240835285
  -38.24651061    1.5408145871
  -38.22045385    0.9297606632
  -38.19439710    0.5106391310
  -38.16834035    0.2552578781
